상호명,상권업종소분류명,시군구명,행정동명,지번주소,도로명주소,경도,위도
맥키쉬,카페,제주시,화북동,제주특별자치도 제주시 화북일동 1654,제주특별자치도 제주시 진남로 51,126.565479,33.523622
쉬멍가,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 275-34,제주특별자치도 서귀포시 중정로73번길 11,126.563677,33.248976
리지코티지,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 서광리 456,제주특별자치도 서귀포시 안덕면 평화로 654,126.327806,33.291319
동백화방,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 위미리 890-4,제주특별자치도 서귀포시 남원읍 태위로266번길 24-18,126.674242,33.273343
녹두카페,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 수산리 2543-1,제주특별자치도 서귀포시 성산읍 서성일로747번길 8,126.86268,33.432614
블루그라스,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 곽지리 1928-2,제주특별자치도 제주시 애월읍 곽지8길 23-9,126.309235,33.447446
투썸플레이스제주쇠소깍점,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 995-6,제주특별자치도 서귀포시 쇠소깍로 134,126.622628,33.252243
카페신산,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1248-1,제주특별자치도 제주시 동광로9길 19,126.532322,33.503955
에이바우트커피한라도서관점,카페,제주시,오라동,제주특별자치도 제주시 오라이동 878-1,제주특별자치도 제주시 오남로 208,126.514723,33.477533
산노루,카페,제주시,한경면,제주특별자치도 제주시 한경면 조수리 2098-4,제주특별자치도 제주시 한경면 낙원로 32,126.213307,33.330038
커피구십구점구,카페,제주시,노형동,제주특별자치도 제주시 노형동 103-5,제주특별자치도 제주시 1100로 3173,126.484613,33.46973
파스쿠찌제주,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1986-20,제주특별자치도 제주시 중앙로 371-1,126.539569,33.489105
망고홀릭애월해안도로점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 459,제주특별자치도 제주시 애월읍 애월해안로 298,126.341594,33.470532
윤재커피,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1403-2,제주특별자치도 제주시 중앙로12길 1,126.524014,33.511839
제주도그녀커피,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1953-3,제주특별자치도 제주시 신설로9길 42,126.547555,33.494806
무채색,카페,서귀포시,중문동,제주특별자치도 서귀포시 중문동 1737-5,제주특별자치도 서귀포시 중문상로82번길 26,126.430067,33.254404
롱플레이,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 동복리 1456-1,제주특별자치도 제주시 구좌읍 동복로 44,126.710938,33.553069
띠아모제주공항3층,카페,제주시,도두동,제주특별자치도 제주시 도두이동 1,제주특별자치도 제주시 공항로 2,126.495957,33.50594
돌카페,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 855-3,제주특별자치도 서귀포시 이어도로 774,126.498046,33.23625
우연히그곳,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 송당리 1370-3,제주특별자치도 제주시 구좌읍 중산간동로 2250,126.782772,33.47172
어반정글그레이밤부,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 북촌리 371-1,제주특별자치도 제주시 조천읍 일주동로 1611,126.704295,33.5529
루바토,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 2002-7,제주특별자치도 제주시 구남동2길 25-12,126.535795,33.488496
보배다방,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 고성리 1134-1,제주특별자치도 서귀포시 성산읍 고성중앙로 84,126.911698,33.449709
스타스낵,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 1524-12,제주특별자치도 제주시 용문로 20,126.498395,33.504895
슈가바당,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 평대리 1977-3,제주특별자치도 제주시 구좌읍 해맞이해안로 1166,126.839846,33.53455
가비오타카페,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 종달리 1419,제주특별자치도 제주시 구좌읍 해맞이해안로 2030,126.900186,33.509413
우미지베이커리,카페,제주시,삼양동,제주특별자치도 제주시 삼양이동 2100-3,제주특별자치도 제주시 설촌로12길 22,126.582483,33.524393
에이바우트커피뷰강정점,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 882-1,제주특별자치도 서귀포시 선반로65번길 37-31,126.498493,33.236883
규와이너리,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 동복리 1375,제주특별자치도 제주시 구좌읍 동복로 80-4,126.715042,33.5527
마노앤디또,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 유수암리 2709-5,제주특별자치도 제주시 애월읍 하소로 658,126.395822,33.425845
마니,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 평대리 2033-1,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,126.8373,33.537314
제주애퐁당,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1274-2,제주특별자치도 제주시 중앙로3길 16,126.526265,33.515562
준스팜스토리,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 덕수리 1520-6,제주특별자치도 서귀포시 안덕면 평화로 492-7,126.318715,33.28
곳남모을카페,카페,제주시,아라동,제주특별자치도 제주시 영평동 2481-2,제주특별자치도 제주시 기와4길 19,126.559953,33.481804
감성커피삼화점,카페,제주시,삼양동,제주특별자치도 제주시 삼양이동 2137-6,제주특별자치도 제주시 지석13길 2-2,126.585629,33.521572
코멧1987,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1179-12,제주특별자치도 제주시 광양11길 8,126.531036,33.499081
흐림,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 2497-13,제주특별자치도 제주시 조천읍 중산간동로 1244,126.701413,33.510915
아름디,카페,제주시,이도2동,제주특별자치도 제주시 도남동 663-1,제주특별자치도 제주시 도남로16길 14,126.52657,33.49113
카페별,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 1037-3,제주특별자치도 제주시 한림읍 일주서로 5852,126.291496,33.44273
더벤티제주대학교점,카페,제주시,아라동,제주특별자치도 제주시 아라일동 1,제주특별자치도 제주시 제주대학로 102,126.564294,33.457233
뷰크레스트,카페,서귀포시,대륜동,제주특별자치도 서귀포시 호근동 411,제주특별자치도 서귀포시 태평로120번길 36,126.536001,33.241293
혼디인2714,카페,제주시,한경면,제주특별자치도 제주시 한경면 조수리 2714,제주특별자치도 제주시 한경면 고조로 402,126.215301,33.324461
알앤에이치,카페,제주시,노형동,제주특별자치도 제주시 노형동 3811-2,제주특별자치도 제주시 한라대학로 17,126.473806,33.479647
키즈몬,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 1684,제주특별자치도 서귀포시 표선면 표선관정로 39-28,126.82867,33.32711
에이바우트커피남녕고점,카페,제주시,노형동,제주특별자치도 제주시 노형동 1273-1,제주특별자치도 제주시 남녕로 25,126.48134,33.490029
마타하리,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 906,제주특별자치도 서귀포시 칠십리로 730,126.617649,33.257196
그초록,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 행원리 1485,제주특별자치도 제주시 구좌읍 행원로7길 23-16,126.806402,33.556375
몬스터커피제주,카페,제주시,노형동,제주특별자치도 제주시 노형동 3781-3,제주특별자치도 제주시 노형14길 12,126.479296,33.48453
더리트리브,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 화순리 241,제주특별자치도 서귀포시 안덕면 화순로 67,126.338568,33.247928
래빗,카페,제주시,이도2동,제주특별자치도 제주시 도남동 731-3,제주특별자치도 제주시 복지로북길 14,126.52173,33.48884
예랑커피하우스,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 조천리 803-1,제주특별자치도 제주시 조천읍 신북로 322,126.645379,33.540583
꼼비노,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 1050-14,제주특별자치도 서귀포시 대정읍 신영로 78,126.251232,33.220502
슬랩,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 협재리 1740-2,제주특별자치도 제주시 한림읍 한림로 354,126.241647,33.39485
만호다방,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 292-15,제주특별자치도 서귀포시 중정로61번길 9,126.562713,33.248675
샨티,카페,서귀포시,중문동,제주특별자치도 서귀포시 중문동 2073-32,제주특별자치도 서귀포시 중문로 22-1,126.424234,33.253683
바당꽃,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 46,제주특별자치도 서귀포시 남원읍 남원회관로 102,126.723629,33.279567
카페109,카페,제주시,노형동,제주특별자치도 제주시 노형동 2578-1,제주특별자치도 제주시 달마루길 10-9,126.474196,33.489792
사우스쇼어,카페,서귀포시,중문동,제주특별자치도 서귀포시 하원동 1633-2,제주특별자치도 서귀포시 이어도로 338,126.454853,33.242947
서서히,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 316-20,제주특별자치도 제주시 동광로16길 14,126.539099,33.504692
까치상사,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 508-1,제주특별자치도 제주시 전농로 36,126.516899,33.504211
오늘은녹차,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 성읍리 2197,제주특별자치도 서귀포시 표선면 중산간동로 4772,126.791077,33.381844
카페글렌코,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 송당리 2635-8,제주특별자치도 제주시 구좌읍 비자림로 1202,126.733239,33.433675
롱리브,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6044-3,제주특별자치도 제주시 아란3길 13-3,126.541528,33.47659
사계리어촌계커피스케치,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 사계리 116-6,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,126.313294,33.233374
델문도로스터스,카페,제주시,이도2동,제주특별자치도 제주시 도남동 61-4,제주특별자치도 제주시 연삼로 316,126.52634,33.491805
커피템플,카페,제주시,아라동,제주특별자치도 제주시 월평동 1348-3,제주특별자치도 제주시 영평길 269,126.570246,33.478162
뷔쏭,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 476-6,제주특별자치도 서귀포시 동홍중앙로66번길 36-11,126.576051,33.255465
마피스,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 신흥리 1,제주특별자치도 제주시 조천읍 조함해안로 329-1,126.653069,33.55063
카페술도가제주바당,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 한동리 1113-2,제주특별자치도 제주시 구좌읍 한동로 27,126.824521,33.537243
묵묵라이프,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6121,제주특별자치도 제주시 인다1길 20,126.55013,33.477568
소소한담,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 신엄리 1280-16,제주특별자치도 제주시 애월읍 일주서로 6691,126.366889,33.47152
하이엔드제주,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 애월리 2550-2,제주특별자치도 제주시 애월읍 애월북서길 56,126.30915,33.463584
벼레별씨,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 사계리 2295,제주특별자치도 서귀포시 안덕면 사계남로 80,126.298767,33.226712
바다가는길,카페,서귀포시,천지동,제주특별자치도 서귀포시 서홍동 707-5,제주특별자치도 서귀포시 남성중로 40,126.558426,33.239202
카페꼼,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6114-13,제주특별자치도 제주시 인다6길 47,126.548174,33.47518
석류다방,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1047-1,제주특별자치도 제주시 신산로 14,126.531483,33.51203
글뤽,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 평대리 240,제주특별자치도 제주시 구좌읍 평대12길 41,126.846996,33.521504
서사로21길,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 574-20,제주특별자치도 제주시 서사로21길 16,126.521148,33.498674
곰순이,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1371-12,제주특별자치도 제주시 한림읍 한림로 631,126.261108,33.413053
옐로우사이공,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 상귀리 769,제주특별자치도 제주시 애월읍 중산간서로 6333,126.407804,33.456891
러스티아일랜드,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 조천리 1510-1,제주특별자치도 제주시 조천읍 남조로 3012,126.645041,33.528455
물고기,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 창천리 804,제주특별자치도 서귀포시 안덕면 난드르로 25-7,126.365117,33.234326
매일차차,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 보성리 181-6,제주특별자치도 서귀포시 대정읍 영어도시로 27-9,126.277503,33.275178
비브레이브,카페,서귀포시,대륜동,제주특별자치도 서귀포시 서호동 1525-2,제주특별자치도 서귀포시 서호중앙로 85-13,126.518179,33.254921
솜뿡,카페,서귀포시,대륜동,제주특별자치도 서귀포시 법환동 1436,제주특별자치도 서귀포시 법환하로28번길 6,126.511972,33.234367
카페라,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1772-22,제주특별자치도 제주시 신성로13길 3,126.529074,33.499687
과일박스,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1434,제주특별자치도 제주시 관덕로14길 16,126.52606,33.511739
헬로우도,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 2572,제주특별자치도 제주시 우도면 우도해안길 218,126.944136,33.500019
곰다방,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 699,제주특별자치도 서귀포시 표선면 표선중앙로 76,126.832162,33.326411
블로비노형,카페,제주시,노형동,제주특별자치도 제주시 노형동 527,제주특별자치도 제주시 수목원서길 62-5,126.478788,33.466902
우도클라쓰,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 2427-1,제주특별자치도 제주시 우도면 우도해안길 340,126.94397,33.508296
넙빌레스토리,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 위미리 4195,제주특별자치도 서귀포시 남원읍 공천포로 153,126.64854,33.269216
파스쿠찌제주한라대점,카페,제주시,노형동,제주특별자치도 제주시 노형동 2319-1,제주특별자치도 제주시 고사마루길 2,126.472231,33.48029
아꼬아,카페,서귀포시,정방동,제주특별자치도 서귀포시 서귀동 121-14,제주특별자치도 서귀포시 동부로 7,126.569586,33.245363
알,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 565-19,제주특별자치도 제주시 서광로14길 5,126.517916,33.499427
공간,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 4516-5,제주특별자치도 서귀포시 말질로161번길 1,126.480123,33.237294
낭,카페,제주시,외도동,제주특별자치도 제주시 외도일동 645-6,제주특별자치도 제주시 우령2길 52,126.431362,33.484554
스테이위드커피,카페,제주시,노형동,제주특별자치도 제주시 해안동 2009-1,제주특별자치도 제주시 해안마을5길 29,126.455736,33.458256
제주901,카페,제주시,노형동,제주특별자치도 제주시 노형동 288-39,제주특별자치도 제주시 1100로 2977-10,126.486207,33.453012
하루필름애월점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 구엄리 1235,제주특별자치도 제주시 애월읍 애월해안로 672,126.374124,33.481177
카일루아,카페,서귀포시,대천동,제주특별자치도 서귀포시 월평동 429-5,제주특별자치도 서귀포시 월평로 31-2,126.460243,33.24582
레이지피크닉,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1335-2,제주특별자치도 제주시 관덕로15길 11-1,126.526573,33.514229
오늘도화창,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 월정리 505,제주특별자치도 제주시 구좌읍 월정5길 56,126.794968,33.555148
마마미니,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 4029,제주특별자치도 제주시 조천읍 와선로 238,126.698222,33.484508
큐티파이,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 신엄리 963,제주특별자치도 제주시 애월읍 애월해안로 610,126.368736,33.477877
대학나무,카페,제주시,용담2동,제주특별자치도 제주시 용담삼동 1145-2,제주특별자치도 제주시 서해안로 540,126.496425,33.519943
카페봄봄,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 84-6,제주특별자치도 서귀포시 동홍중앙로90번길 4-8,126.572357,33.258103
돌고래전망카페,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 신도리 2453-1,제주특별자치도 서귀포시 대정읍 노을해안로 638,126.17593,33.270732
모구리의뜰,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 삼달리 418-5,제주특별자치도 서귀포시 성산읍 삼달로164번길 9-4,126.852015,33.374475
꽃길,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 305-26,제주특별자치도 제주시 서광로25길 60,126.521799,33.503617
거목,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1348,제주특별자치도 제주시 한림읍 사가길 3,126.263835,33.414764
에이바우트커피,카페,제주시,노형동,제주특별자치도 제주시 노형동 1043-2,제주특별자치도 제주시 월랑로10길 1,126.476297,33.48935
커피산책,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 광령리 1312,제주특별자치도 제주시 애월읍 광령9길 10-1,126.440244,33.462019
비건테이블바람,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 납읍리 1794-1,제주특별자치도 제주시 애월읍 납읍동1길 18-14,126.328762,33.442315
루씨쏜갤러리스튜디오,카페,서귀포시,송산동,제주특별자치도 서귀포시 보목동 1405-1,제주특별자치도 서귀포시 보목로64번길 138,126.59304,33.241285
컴포즈커피제주제원점,카페,제주시,연동,제주특별자치도 제주시 연동 261-60,제주특별자치도 제주시 제원길 16,126.489236,33.488503
자구리몬들락,카페,서귀포시,송산동,제주특별자치도 서귀포시 서귀동 10-1,제주특별자치도 서귀포시 칠십리로 113,126.566662,33.242215
바이더씨,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 온평리 1191,제주특별자치도 서귀포시 성산읍 환해장성로 469,126.904655,33.398951
땡큐브레드앤슾,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 태흥리 1760-13,제주특별자치도 서귀포시 남원읍 태위로 773-19,126.727663,33.283732
포빈즈,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 대흘리 1664-3,제주특별자치도 제주시 조천읍 중산간동로 668,126.656526,33.498789
제주몹시,카페,제주시,외도동,제주특별자치도 제주시 외도이동 319-1,제주특별자치도 제주시 월대1길 10,126.433578,33.494545
작은살레,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 교래리 552-8,제주특별자치도 제주시 조천읍 비자림로 685-10,126.680353,33.437003
우포토시네마,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 상모리 2625-5,제주특별자치도 서귀포시 대정읍 상모로 216-2,126.26592,33.225305
두멩이카페,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 993-1,제주특별자치도 제주시 동문로 62,126.533252,33.513217
카페드콜리,카페,제주시,아라동,제주특별자치도 제주시 오등동 1712-1,제주특별자치도 제주시 오등4길 24,126.521714,33.464289
레인보울45도,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 626-3,제주특별자치도 제주시 용화로 54,126.509154,33.509347
컴포즈커피제주,카페,제주시,노형동,제주특별자치도 제주시 노형동 720-4,제주특별자치도 제주시 과원북4길 9,126.482909,33.481354
땡큐베리,카페,서귀포시,송산동,제주특별자치도 서귀포시 서귀동 756-5,제주특별자치도 서귀포시 칠십리로 97,126.565755,33.241139
팩토리소란,카페,제주시,아라동,제주특별자치도 제주시 아라일동 409-7,제주특별자치도 제주시 한북로 337-5,126.549382,33.455827
삼돌이농원감귤주스,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 278-6,제주특별자치도 서귀포시 중정로91번길 35,126.563326,33.250562
빽다방제주제원점,카페,제주시,연동,제주특별자치도 제주시 연동 262-7,제주특별자치도 제주시 신광로 56,126.489782,33.487197
린도디아,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 애월리 519-2,제주특별자치도 제주시 애월읍 애월항로 2,126.326778,33.462518
카페캄,카페,서귀포시,정방동,제주특별자치도 서귀포시 서귀동 433-11,제주특별자치도 서귀포시 태평로353번길 22-11,126.561222,33.246344
지금의우리,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 송당리 1375-4,제주특별자치도 제주시 구좌읍 중산간동로 2260,126.784031,33.471272
에릭스에스프레소,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 세화리 1397-6,제주특별자치도 제주시 구좌읍 구좌로 77,126.858869,33.521418
알포인트커피,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 곽지리 354,제주특별자치도 제주시 애월읍 천덕로 218-3,126.323368,33.43483
팥,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 1208-2,제주특별자치도 제주시 한림읍 귀덕동길 4,126.29632,33.441892
카페봄봄김녕점,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 김녕리 1499-1,제주특별자치도 제주시 구좌읍 김녕로15길 11,126.752646,33.55599
씨앤아이,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 634-1,제주특별자치도 서귀포시 표선면 표선중앙로 96,126.834118,33.325656
화후,카페,제주시,오라동,제주특별자치도 제주시 오라이동 130-1,제주특별자치도 제주시 정실동길 22,126.513921,33.465106
몽그레,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 월정리 670-3,제주특별자치도 제주시 구좌읍 해맞이해안로 400,126.792696,33.559571
빌레하임,카페,제주시,한경면,제주특별자치도 제주시 한경면 청수리 11,제주특별자치도 제주시 한경면 청수동4길 139-31,126.25992,33.317297
더벌브,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 799-3,제주특별자치도 제주시 남성로 129,126.51911,33.509142
숨비아일랜드,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 신천리 353-16,제주특별자치도 서귀포시 성산읍 신천서로 91,126.855458,33.33918
봉그레,카페,제주시,아라동,제주특별자치도 제주시 오등동 850,제주특별자치도 제주시 남학길 8-3,126.529251,33.463038
아리수다방,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 1503-4,제주특별자치도 서귀포시 대정읍 하모중앙로 44,126.25223,33.224241
바스코,카페,제주시,건입동,제주특별자치도 제주시 건입동 1441,제주특별자치도 제주시 중앙로 13,126.525439,33.517001
빠우사,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 472-13,제주특별자치도 제주시 조천읍 선교로 541,126.711868,33.457637
쉴만한물가,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 월령리 435-3,제주특별자치도 제주시 한림읍 월령안길 28,126.214052,33.376231
리베라떼,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 571-1,제주특별자치도 제주시 서사로 155,126.520052,33.498462
신대림,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1314-118,제주특별자치도 제주시 한림읍 한림로19길 10,126.263707,33.417216
더벤티서귀포올레,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 256-19,제주특별자치도 서귀포시 중정로91번길 4,126.566082,33.248858
솔마루,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 사계리 2915-1,제주특별자치도 서귀포시 안덕면 사계북로41번길 43-1,126.294177,33.237208
또똣제주,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 상모리 85,제주특별자치도 서귀포시 대정읍 형제해안로 268,126.291836,33.210912
오멘,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6100-12,제주특별자치도 제주시 아란5길 13,126.543568,33.475443
커피비터스윗,카페,제주시,연동,제주특별자치도 제주시 연동 312-11,제주특별자치도 제주시 선덕로3길 32,126.498813,33.48846
휴예그리나,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 789,제주특별자치도 제주시 우도면 우도해안길 626,126.954692,33.523979
지유명차제주,카페,제주시,노형동,제주특별자치도 제주시 노형동 748,제주특별자치도 제주시 진군중길 1,126.479643,33.478644
나우커피제주,카페,제주시,노형동,제주특별자치도 제주시 노형동 2525-7,제주특별자치도 제주시 정존5길 25,126.472884,33.48435
4아일랜드,카페,서귀포시,송산동,제주특별자치도 서귀포시 서귀동 10-1,제주특별자치도 서귀포시 칠십리로 113,126.566662,33.242215
부이크브루어스,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 행원리 814-2,제주특별자치도 제주시 구좌읍 행원로9길 4,126.808282,33.553375
토방속에장독대,카페,제주시,연동,제주특별자치도 제주시 연동 283-4,제주특별자치도 제주시 신대로14길 33,126.492899,33.487661
제이에스디비,카페,제주시,건입동,제주특별자치도 제주시 건입동 1443-2,제주특별자치도 제주시 서부두2길 26,126.527504,33.517379
라움인제주,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 고성리 581-11,제주특별자치도 서귀포시 성산읍 신양로 52,126.91539,33.435475
수다,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 1450,제주특별자치도 서귀포시 대정읍 하모중앙로 6,126.252297,33.22773
알마커피제작소,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 북촌리 486,제주특별자치도 제주시 조천읍 북촌11길 23,126.694785,33.550217
943랩,카페,서귀포시,대륜동,제주특별자치도 서귀포시 법환동 398,제주특별자치도 서귀포시 이어도로 943,126.514113,33.239244
퍼플,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 94-8,제주특별자치도 서귀포시 남원읍 남원회관로 65,126.7198,33.278711
샤르망,카페,서귀포시,정방동,제주특별자치도 서귀포시 서귀동 498,제주특별자치도 서귀포시 태평로439번길 39,126.563026,33.246215
영신상회,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 월림리 2313-1,제주특별자치도 제주시 한림읍 명월성로 673,126.255908,33.350911
특활제주,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 광령리 3866-1,제주특별자치도 제주시 애월읍 하광로 266,126.421477,33.464745
까미노,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하가리 1400,제주특별자치도 제주시 애월읍 고하상로 91-12,126.347681,33.457897
제주돌창고,카페,제주시,한경면,제주특별자치도 제주시 한경면 조수리 113-6,제주특별자치도 제주시 한경면 조수7길 8,126.233566,33.337089
몽슬슬라임카페,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 421-1,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 62,126.258225,33.216784
같이살자지구카페,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 송당리 1375-3,제주특별자치도 제주시 구좌읍 중산간동로 2264,126.784419,33.471308
3인칭관찰자시점,카페,제주시,한경면,제주특별자치도 제주시 한경면 신창리 301,제주특별자치도 제주시 한경면 신창7길 24,126.181191,33.349747
진명북카페,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 4155-5,제주특별자치도 제주시 조천읍 함덕24길 6-8,126.674981,33.539213
뮤제빈티지,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 2264-2,제주특별자치도 서귀포시 남원읍 일주동로 7333,126.6968,33.280703
포시즌스,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 57,제주특별자치도 제주시 한림읍 장원길 63-10,126.282358,33.413529
제이왓,카페,서귀포시,대륜동,제주특별자치도 서귀포시 호근동 1631-1,제주특별자치도 서귀포시 속골로 13-7,126.528524,33.24103
에이바우트커피,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1986-2,제주특별자치도 제주시 중앙로 371,126.539428,33.489177
제주삼다알로에,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 옹포리 246-1,제주특별자치도 제주시 한림읍 옹포남1길 21,126.256441,33.404469
오엔블루,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 온평리 1550-2,제주특별자치도 서귀포시 성산읍 온평애향로 2,126.897679,33.407403
